mature_mirna_id,target_symbol
hsa-miR-548as-5p,MKI67
hsa-miR-548ar-5p,MKI67
hsa-miR-548aq-5p,MKI67
hsa-miR-548ap-5p,MKI67
hsa-miR-548am-5p,MKI67
hsa-miR-548ak,MKI67
hsa-miR-548ae-5p,MKI67
hsa-miR-548ad-5p,MKI67
hsa-miR-548ab,MKI67
hsa-miR-548a-5p,MKI67
hsa-miR-335-5p,CCL19
hsa-miR-148b-3p,CCL19
hsa-miR-9-5p,CCL19
hsa-miR-21-5p,BASP1
hsa-miR-193b-3p,BASP1
hsa-miR-877-3p,BASP1
hsa-miR-4644,BASP1
hsa-miR-510-3p,BASP1
hsa-miR-4306,BASP1
hsa-miR-185-5p,BASP1
hsa-miR-4784,BASP1
hsa-miR-3150b-3p,BASP1
hsa-miR-494-3p,BASP1
hsa-miR-6888-5p,BASP1
hsa-miR-6856-5p,BASP1
hsa-miR-6758-5p,BASP1
hsa-miR-8068,BASP1
hsa-miR-668-3p,BASP1
hsa-miR-1255b-5p,BASP1
hsa-miR-1255a,BASP1
hsa-miR-483-3p,BASP1
hsa-miR-4712-3p,BASP1
hsa-miR-1265,BASP1
hsa-miR-2392,BASP1
hsa-miR-3123,BASP1
hsa-miR-33a-3p,BASP1
hsa-miR-562,BASP1
hsa-miR-4764-3p,BASP1
hsa-miR-539-5p,BASP1
hsa-miR-586,BASP1
hsa-miR-502-5p,BASP1
hsa-miR-6774-5p,BASP1
hsa-miR-635,BASP1
hsa-miR-4742-3p,BASP1
hsa-miR-3189-3p,BASP1
hsa-miR-212-5p,BASP1
hsa-miR-486-5p,BASP1
hsa-miR-4793-5p,BASP1
hsa-miR-191-5p,BASP1
hsa-miR-1273g-3p,BASP1
hsa-miR-181a-2-3p,BASP1
hsa-miR-335-3p,BASP1
hsa-miR-3692-3p,BASP1
hsa-miR-3976,BASP1
hsa-miR-4436b-5p,BASP1
hsa-miR-4445-5p,BASP1
hsa-miR-499b-5p,BASP1
hsa-miR-5186,BASP1
hsa-miR-5696,BASP1
hsa-miR-579-3p,BASP1
hsa-miR-6509-3p,BASP1
hsa-miR-664b-3p,BASP1
hsa-miR-193b-3p,POLQ
hsa-miR-192-5p,POLQ
hsa-miR-30c-5p,POLQ
hsa-miR-1324,POLQ
hsa-miR-1912,POLQ
hsa-miR-1295b-5p,POLQ
hsa-miR-5683,POLQ
hsa-miR-7703,POLQ
hsa-miR-20a-5p,POLQ
hsa-miR-106b-5p,POLQ
hsa-miR-4659b-3p,POLQ
hsa-miR-4659a-3p,POLQ
hsa-miR-6875-3p,POLQ
hsa-miR-6833-5p,POLQ
hsa-miR-5591-3p,POLQ
hsa-miR-3190-3p,POLQ
hsa-miR-299-5p,POLQ
hsa-miR-4657,POLQ
hsa-miR-4491,POLQ
hsa-miR-576-3p,POLQ
hsa-miR-4482-5p,POLQ
hsa-miR-3130-5p,POLQ
hsa-miR-6811-5p,POLQ
hsa-miR-6511b-5p,POLQ
hsa-miR-4252,POLQ
hsa-miR-1273g-3p,POLQ
hsa-miR-5089-5p,POLQ
hsa-miR-4291,POLQ
hsa-miR-4769-5p,POLQ
hsa-miR-4654,POLQ
hsa-miR-6773-3p,POLQ
hsa-miR-215-3p,POLQ
hsa-miR-194-3p,POLQ
hsa-miR-761,POLQ
hsa-miR-3619-5p,POLQ
hsa-miR-214-3p,POLQ
hsa-miR-4519,POLQ
hsa-miR-922,POLQ
hsa-miR-6506-5p,POLQ
hsa-miR-619-5p,POLQ
hsa-miR-1976,POLQ
hsa-miR-3653-5p,POLQ
hsa-miR-6747-3p,POLQ
hsa-miR-6727-3p,POLQ
hsa-miR-4722-3p,POLQ
hsa-miR-6513-3p,POLQ
hsa-miR-8062,POLQ
hsa-miR-4661-5p,POLQ
hsa-miR-500a-3p,POLQ
hsa-miR-6720-5p,POLQ
hsa-miR-6512-3p,POLQ
hsa-miR-4672,POLQ
hsa-miR-664a-5p,POLQ
hsa-miR-4794,POLQ
hsa-miR-4793-3p,POLQ
hsa-miR-766-3p,POLQ
hsa-miR-6849-3p,POLQ
hsa-miR-92b-3p,POLQ
hsa-miR-92a-3p,POLQ
hsa-miR-367-3p,POLQ
hsa-miR-363-3p,POLQ
hsa-miR-32-5p,POLQ
hsa-miR-25-3p,POLQ
hsa-miR-508-5p,POLQ
hsa-miR-6768-5p,POLQ
hsa-miR-150-5p,POLQ
hsa-miR-4279,POLQ
hsa-miR-4634,POLQ
hsa-miR-3615,POLQ
hsa-miR-4638-5p,POLQ
hsa-miR-1307-3p,POLQ
hsa-miR-6741-3p,POLQ
hsa-miR-500b-3p,POLQ
hsa-miR-129-5p,POLQ
hsa-miR-8055,POLQ
hsa-miR-6864-3p,POLQ
hsa-miR-3672,POLQ
hsa-miR-6716-5p,POLQ
hsa-miR-1200,POLQ
hsa-miR-3670,POLQ
hsa-miR-544b,POLQ
hsa-miR-4324,POLQ
hsa-miR-93-5p,POLQ
hsa-miR-519d-3p,POLQ
hsa-miR-20b-5p,POLQ
hsa-miR-17-5p,POLQ
hsa-miR-335-5p,SIGLEC8
hsa-miR-500a-3p,SIGLEC8
hsa-miR-6864-3p,SIGLEC8
hsa-miR-3672,SIGLEC8
hsa-miR-1200,SIGLEC8
hsa-miR-378a-5p,SIGLEC8
hsa-miR-4326,SIGLEC8
hsa-miR-431-5p,SIGLEC8
hsa-miR-6804-3p,SIGLEC8
hsa-miR-873-3p,SIGLEC8
hsa-miR-4329,SIGLEC8
hsa-miR-5699-3p,SIGLEC8
hsa-miR-4421,SIGLEC8
hsa-miR-544b,SIGLEC8
hsa-miR-4324,SIGLEC8
hsa-miR-215-5p,SIGLEC8
hsa-miR-148b-3p,ADAM33
hsa-miR-6819-3p,ADAM33
hsa-miR-642a-5p,ADAM33
hsa-miR-6892-3p,ADAM33
hsa-miR-2276-5p,ADAM33
hsa-miR-8485,ADAM33
hsa-miR-124-3p,UNC5D
hsa-miR-3680-3p,UNC5D
hsa-miR-557,UNC5D
hsa-miR-507,UNC5D
hsa-miR-450b-5p,UNC5D
hsa-miR-527,UNC5D
hsa-miR-518a-5p,UNC5D
hsa-miR-548aw,UNC5D
hsa-miR-5195-3p,UNC5D
hsa-miR-145-5p,UNC5D
hsa-miR-4328,UNC5D
hsa-miR-129-5p,UNC5D
hsa-miR-24-3p,NOTUM
hsa-miR-5009-3p,DIO2
hsa-miR-4282,DIO2
hsa-miR-548e-5p,DIO2
hsa-miR-6738-3p,DIO2
hsa-miR-544a,DIO2
hsa-miR-384,DIO2
hsa-miR-3685,DIO2
hsa-miR-6836-3p,DIO2
hsa-miR-5001-3p,DIO2
hsa-miR-4727-5p,DIO2
hsa-miR-7975,DIO2
hsa-miR-5571-3p,DIO2
hsa-miR-1257,DIO2
hsa-miR-6829-3p,DIO2
hsa-miR-6791-3p,DIO2
hsa-miR-6778-3p,DIO2
hsa-miR-3124-3p,DIO2
hsa-miR-130b-5p,DIO2
hsa-miR-5193,DIO2
hsa-miR-4538,DIO2
hsa-miR-4453,DIO2
hsa-miR-431-5p,NHLH2
hsa-miR-4635,NHLH2
hsa-miR-4766-5p,NHLH2
hsa-miR-146a-3p,NHLH2
hsa-miR-4714-5p,NHLH2
hsa-miR-663a,FOSB
hsa-miR-3941,SYTL4
hsa-miR-4789-3p,SYTL4
hsa-miR-603,SYTL4
hsa-miR-8485,SYTL4
hsa-miR-329-3p,SYTL4
hsa-miR-362-3p,SYTL4
hsa-miR-466,SYTL4
hsa-miR-4643,SYTL4
hsa-miR-6818-3p,SYTL4
hsa-miR-6888-3p,SYTL4
hsa-miR-3191-5p,SYTL4
hsa-miR-513b-5p,SYTL4
hsa-miR-593-3p,SYTL4
hsa-miR-6895-3p,SYTL4
hsa-miR-3120-5p,SYTL4
hsa-miR-125b-2-3p,SYTL4
hsa-miR-4457,SYTL4
hsa-miR-3680-5p,SYTL4
hsa-miR-4659b-3p,SYTL4
hsa-miR-4659a-3p,SYTL4
hsa-miR-6875-3p,SYTL4
hsa-miR-4256,SYTL4
hsa-miR-6881-3p,SYTL4
hsa-miR-6780a-3p,SYTL4
hsa-miR-7111-3p,SYTL4
hsa-miR-631,SYTL4
hsa-miR-3661,SYTL4
hsa-miR-6837-3p,SYTL4
hsa-miR-6754-3p,SYTL4
hsa-miR-412-3p,SYTL4
hsa-miR-4750-3p,SYTL4
hsa-miR-301b-5p,SYTL4
hsa-miR-301a-5p,SYTL4
hsa-let-7f-5p,POSTN
hsa-miR-4639-5p,SLC18A2
hsa-miR-431-5p,SLC18A2
hsa-miR-6507-5p,SLC18A2
hsa-miR-10b-5p,APLNR
hsa-miR-16-5p,APLNR
hsa-miR-423-3p,FRMD4A
hsa-miR-218-5p,FRMD4A
hsa-miR-34a-5p,FRMD4A
hsa-miR-147a,MS4A1
hsa-miR-6833-5p,MS4A1
hsa-miR-644a,MS4A1
hsa-miR-3911,MS4A1
hsa-miR-3190-3p,MS4A1
hsa-miR-6787-3p,MS4A1
hsa-miR-3607-5p,MS4A1
hsa-miR-383-3p,MS4A1
hsa-miR-3065-3p,MS4A1
hsa-miR-3680-3p,ADAM19
hsa-miR-557,ADAM19
hsa-miR-507,ADAM19
hsa-miR-450b-5p,ADAM19
hsa-miR-106a-3p,ADAM19
hsa-miR-6867-3p,ADAM19
hsa-miR-6881-3p,ADAM19
hsa-miR-6780a-3p,ADAM19
hsa-miR-4685-3p,ADAM19
hsa-miR-7111-3p,ADAM19
hsa-miR-4287,ADAM19
hsa-miR-7113-3p,ADAM19
hsa-miR-4469,ADAM19
hsa-miR-6769b-3p,ADAM19
hsa-miR-4723-3p,ADAM19
hsa-miR-3183,ADAM19
hsa-miR-6832-3p,ADAM19
hsa-miR-6756-3p,ADAM19
hsa-miR-3127-3p,ADAM19
hsa-miR-4753-5p,ADAM19
hsa-miR-27b-5p,ADAM19
hsa-miR-6776-5p,KCNE4
hsa-miR-6514-3p,KCNE4
hsa-miR-7977,KCNE4
hsa-miR-143-5p,KCNE4
hsa-miR-24-3p,KCNE4
hsa-miR-4284,KCNE4
hsa-miR-4743-5p,KCNE4
hsa-miR-6847-3p,KCNE4
hsa-miR-6811-3p,KCNE4
hsa-miR-214-5p,KCNE4
hsa-miR-6499-3p,KCNE4
hsa-miR-5693,KCNE4
hsa-miR-3677-5p,KCNE4
hsa-miR-4796-3p,KCNE4
hsa-miR-548t-5p,KCNE4
hsa-miR-548az-5p,KCNE4
hsa-miR-4668-5p,KCNE4
hsa-miR-4743-3p,KCNE4
hsa-miR-6888-3p,KCNE4
hsa-miR-550a-3p,KCNE4
hsa-miR-200c-5p,KCNE4
hsa-miR-196a-3p,KCNE4
hsa-miR-661,KCNE4
hsa-miR-302a-5p,KCNE4
hsa-miR-3120-5p,KCNE4
hsa-miR-6860,KCNE4
hsa-miR-612,KCNE4
hsa-miR-5189-5p,KCNE4
hsa-miR-3187-5p,KCNE4
hsa-miR-1285-3p,KCNE4
hsa-miR-939-3p,KCNE4
hsa-miR-4778-5p,KCNE4
hsa-miR-3689d,KCNE4
hsa-miR-377-5p,KCNE4
hsa-miR-4459,KCNE4
hsa-miR-455-3p,KCNE4
hsa-miR-548c-3p,KCNE4
hsa-miR-6086,KCNE4
hsa-miR-6134,KCNE4
hsa-miR-6516-5p,KCNE4
hsa-miR-665,KCNE4
hsa-miR-6807-5p,KCNE4
hsa-miR-6825-3p,KCNE4
hsa-miR-6840-3p,KCNE4
hsa-miR-6851-5p,KCNE4
hsa-miR-6880-5p,KCNE4
hsa-miR-7847-3p,KCNE4
hsa-miR-5192,TIGIT
hsa-miR-4644,TIGIT
hsa-miR-4306,TIGIT
hsa-miR-185-5p,TIGIT
hsa-miR-3134,TIGIT
hsa-miR-4534,TIGIT
hsa-miR-8082,TIGIT
hsa-miR-383-3p,TIGIT
hsa-miR-8485,TIGIT
hsa-miR-3941,TIGIT
hsa-miR-603,TIGIT
hsa-miR-362-3p,TIGIT
hsa-miR-329-3p,TIGIT
hsa-miR-4789-3p,TIGIT
hsa-miR-6802-3p,TIGIT
hsa-miR-4777-3p,TIGIT
hsa-miR-5189-3p,TIGIT
hsa-miR-6862-3p,TIGIT
hsa-miR-6784-3p,TIGIT
hsa-miR-548g-3p,TIGIT
hsa-miR-187-3p,S100A4
hsa-miR-1238-3p,PTPRC
hsa-miR-670-3p,PTPRC
hsa-miR-4309,PTPRC
hsa-miR-3198,PTPRC
hsa-miR-4653-3p,PTPRC
hsa-miR-4748,PTPRC
hsa-miR-4464,PTPRC
hsa-miR-887-5p,MYH11
hsa-miR-6780a-5p,MYH11
hsa-miR-6779-5p,MYH11
hsa-miR-3689c,MYH11
hsa-miR-3689b-3p,MYH11
hsa-miR-3689a-3p,MYH11
hsa-miR-30b-3p,MYH11
hsa-miR-1273h-5p,MYH11
hsa-miR-6788-5p,MYH11
hsa-miR-30c-2-3p,MYH11
hsa-miR-30c-1-3p,MYH11
hsa-miR-4472,MYH11
hsa-miR-6848-5p,MYH11
hsa-miR-4447,MYH11
hsa-miR-6846-5p,MYH11
hsa-miR-4697-5p,MYH11
hsa-miR-4488,MYH11
hsa-miR-1237-5p,MYH11
hsa-miR-128-2-5p,MYH11
hsa-miR-128-1-5p,MYH11
hsa-miR-6781-5p,MYH11
hsa-miR-4745-5p,MYH11
hsa-miR-4481,MYH11
hsa-miR-1296-3p,MYH11
hsa-miR-660-5p,MYH11
hsa-miR-744-3p,MYH11
hsa-miR-106a-3p,MYH11
hsa-miR-4423-5p,MYH11
hsa-miR-6501-5p,MYH11
hsa-miR-593-3p,MYH11
hsa-miR-3652,MYH11
hsa-miR-4430,MYH11
hsa-miR-122-5p,MYH11
hsa-miR-504-3p,MYH11
hsa-miR-3135b,MYH11
hsa-miR-367-5p,MYH11
hsa-miR-1267,MYH11
hsa-miR-1322,MYH11
hsa-miR-454-3p,MYH11
hsa-miR-3666,MYH11
hsa-miR-4295,MYH11
hsa-miR-301b-3p,MYH11
hsa-miR-301a-3p,MYH11
hsa-miR-130b-3p,MYH11
hsa-miR-130a-3p,MYH11
hsa-miR-1182,MYH11
hsa-miR-192-5p,PTP4A3
hsa-miR-495-3p,PTP4A3
hsa-miR-551a,PTP4A3
hsa-miR-215-5p,PPP2R3B
hsa-miR-192-5p,PPP2R3B
hsa-miR-21-5p,FAS
hsa-miR-146a-5p,FAS
hsa-miR-106a-5p,FAS
hsa-miR-504-5p,FAS
hsa-miR-98-5p,FAS
hsa-miR-196b-5p,FAS
hsa-miR-23a-3p,FAS
hsa-miR-19a-3p,FAS
hsa-miR-19b-3p,FAS
hsa-miR-92a-2-5p,FAS
hsa-miR-92a-1-5p,FAS
hsa-miR-18a-5p,FAS
hsa-miR-106b-5p,FAS
hsa-miR-17-5p,FAS
hsa-miR-133b,FAS
hsa-miR-320a,FAS
hsa-miR-16-5p,CRHBP
hsa-miR-217,NR4A2
hsa-miR-19a-3p,NR4A2
hsa-miR-302d-3p,NR4A2
hsa-miR-372-3p,NR4A2
hsa-miR-335-5p,NR4A2
hsa-miR-133a-3p,NR4A2
hsa-miR-520f-5p,NR4A2
hsa-miR-7157-5p,NR4A2
hsa-miR-4310,NR4A2
hsa-miR-3675-3p,NR4A2
hsa-miR-3617-3p,NR4A2
hsa-miR-34a-3p,NR4A2
hsa-miR-548c-3p,NR4A2
hsa-miR-129-5p,NR4A2
hsa-miR-206,NR4A2
hsa-miR-34a-5p,NR4A2
hsa-miR-98-5p,C3
hsa-miR-26b-5p,C3
hsa-miR-6516-5p,C3
hsa-miR-550b-2-5p,C3
hsa-miR-455-3p,C3
hsa-miR-7847-3p,C3
hsa-miR-1227-3p,C3
hsa-miR-6880-5p,C3
hsa-miR-6799-5p,C3
hsa-miR-6851-5p,C3
hsa-miR-4252,C3
hsa-miR-3689d,C3
hsa-miR-6499-3p,C3
hsa-miR-6086,C3
hsa-miR-377-5p,C3
hsa-miR-6134,C3
hsa-miR-4537,C3
hsa-miR-5186,C3
hsa-miR-1247-3p,C3
hsa-miR-7151-3p,C3
hsa-miR-5095,C3
hsa-miR-6889-3p,C3
hsa-miR-6504-3p,C3
hsa-miR-4438,C3
hsa-miR-5001-3p,C3
hsa-miR-6720-5p,C3
hsa-miR-6512-3p,C3
hsa-miR-6729-5p,C3
hsa-miR-4649-5p,C3
hsa-miR-1273a,C3
hsa-miR-661,C3
hsa-miR-4486,C3
hsa-miR-4522,C3
hsa-miR-766-3p,C3
hsa-miR-6849-3p,C3
hsa-miR-939-3p,C3
hsa-miR-4432,C3
hsa-miR-589-3p,C3
hsa-miR-5698,C3
hsa-miR-6722-5p,C3
hsa-miR-4638-5p,C3
hsa-miR-1307-3p,C3
hsa-miR-6741-3p,C3
hsa-miR-1306-5p,C3
hsa-miR-4284,C3
hsa-miR-122-5p,C3
hsa-miR-504-3p,C3
hsa-miR-3135b,C3
hsa-miR-4772-3p,C3
hsa-miR-1304-3p,C3
hsa-miR-4532,C3
hsa-miR-6890-3p,C3
hsa-miR-665,C3
hsa-miR-887-5p,C3
hsa-miR-6780a-5p,C3
hsa-miR-6779-5p,C3
hsa-miR-3689c,C3
hsa-miR-3689b-3p,C3
hsa-miR-3689a-3p,C3
hsa-miR-30b-3p,C3
hsa-miR-1273h-5p,C3
hsa-miR-6788-5p,C3
hsa-miR-30c-2-3p,C3
hsa-miR-30c-1-3p,C3
hsa-miR-1273e,C3
hsa-miR-6883-5p,C3
hsa-miR-6785-5p,C3
hsa-miR-4728-5p,C3
hsa-miR-149-3p,C3
hsa-miR-7106-5p,C3
hsa-miR-7160-5p,C3
hsa-miR-4722-5p,C3
hsa-miR-6884-5p,C3
hsa-miR-485-5p,C3
hsa-miR-1827,C3
hsa-miR-219b-3p,C3
hsa-miR-4649-3p,C3
hsa-miR-4768-3p,C3
hsa-miR-6787-3p,C3
hsa-miR-5690,C3
hsa-miR-4478,C3
hsa-miR-4419b,C3
hsa-miR-3929,C3
hsa-miR-940,C3
hsa-miR-6893-5p,C3
hsa-miR-6808-5p,C3
hsa-miR-890,C3
hsa-miR-302f,C3
hsa-miR-216b-5p,C3
hsa-miR-216a-5p,C3
hsa-miR-7703,C3
hsa-miR-4793-3p,C3
hsa-miR-1273g-3p,C3
hsa-miR-127-5p,C3
hsa-miR-1297,C3
hsa-miR-25-5p,C3
hsa-miR-26a-5p,C3
hsa-miR-3192-5p,C3
hsa-miR-3199,C3
hsa-miR-320e,C3
hsa-miR-365a-5p,C3
hsa-miR-365b-5p,C3
hsa-miR-3928-5p,C3
hsa-miR-4459,C3
hsa-miR-4465,C3
hsa-miR-4635,C3
hsa-miR-513c-5p,C3
hsa-miR-514b-5p,C3
hsa-miR-552-3p,C3
hsa-miR-562,C3
hsa-miR-5697,C3
hsa-miR-6087,C3
hsa-miR-658,C3
hsa-miR-6806-3p,C3
hsa-miR-6819-3p,C3
hsa-miR-6877-3p,C3
hsa-miR-7843-3p,C3
hsa-miR-8052,C3
hsa-miR-26b-5p,SERPINH1
hsa-miR-484,SERPINH1
hsa-miR-29b-3p,SERPINH1
hsa-miR-3591-5p,SERPINH1
hsa-miR-5197-3p,SERPINH1
hsa-miR-664a-5p,SERPINH1
hsa-miR-4517,SERPINH1
hsa-miR-4794,SERPINH1
hsa-miR-3064-5p,SERPINH1
hsa-miR-4750-3p,SERPINH1
hsa-miR-5002-5p,SERPINH1
hsa-miR-6504-5p,SERPINH1
hsa-miR-6859-3p,SERPINH1
hsa-miR-7158-5p,SERPINH1
hsa-miR-1827,SERPINH1
hsa-miR-762,SERPINH1
hsa-miR-4446-3p,SERPINH1
hsa-miR-4492,SERPINH1
hsa-miR-4498,SERPINH1
hsa-miR-4721,SERPINH1
hsa-miR-5001-5p,SERPINH1
hsa-miR-5580-5p,SERPINH1
hsa-miR-29a-3p,SERPINH1
hsa-miR-29c-3p,SERPINH1
hsa-miR-767-5p,SERPINH1
hsa-miR-96-5p,SERPINH1
hsa-miR-1271-5p,SERPINH1
hsa-miR-182-5p,SERPINH1
hsa-miR-7150,SERPINH1
hsa-miR-1200,SERPINH1
hsa-miR-378a-5p,SERPINH1
hsa-miR-9-5p,SERPINH1
hsa-miR-3667-3p,SERPINH1
hsa-miR-3140-5p,SERPINH1
hsa-miR-5088-3p,SERPINH1
hsa-miR-361-3p,SERPINH1
hsa-miR-370-5p,SERPINH1
hsa-miR-1304-5p,SERPINH1
hsa-miR-6765-5p,SERPINH1
hsa-miR-6893-5p,SERPINH1
hsa-miR-940,SERPINH1
hsa-miR-6808-5p,SERPINH1
hsa-miR-429,SERPINH1
hsa-miR-200c-3p,SERPINH1
hsa-miR-200b-3p,SERPINH1
hsa-miR-4726-3p,SERPINH1
hsa-miR-149-5p,SERPINH1
hsa-miR-199b-5p,SERPINH1
hsa-miR-199a-5p,SERPINH1
hsa-miR-1825,SERPINH1
hsa-miR-4463,SERPINH1
hsa-miR-892b,SERPINH1
hsa-miR-6741-5p,SERPINH1
hsa-miR-6736-5p,SERPINH1
hsa-miR-4701-3p,SERPINH1
hsa-miR-1262,SERPINH1
hsa-miR-6836-3p,SERPINH1
hsa-miR-6749-3p,SERPINH1
hsa-miR-222-3p,SERPINH1
hsa-miR-221-3p,SERPINH1
hsa-miR-548v,SERPINH1
hsa-miR-187-5p,SERPINH1
hsa-miR-6829-3p,SERPINH1
hsa-miR-6791-3p,SERPINH1
hsa-miR-6778-3p,SERPINH1
hsa-miR-1283,SERPINH1
hsa-miR-5193,SERPINH1
hsa-miR-331-3p,SERPINH1
hsa-miR-6810-3p,SERPINH1
hsa-miR-6801-3p,SERPINH1
hsa-miR-133b,SERPINH1
hsa-miR-133a-3p,SERPINH1
hsa-miR-142-3p,SERPINH1
hsa-miR-6846-3p,SERPINH1
hsa-miR-6854-5p,SERPINH1
hsa-miR-1193,SERPINH1
hsa-miR-335-5p,CD37
hsa-miR-335-5p,COL4A5
hsa-miR-26b-5p,COL4A5
hsa-miR-29b-3p,COL4A5
hsa-miR-222-5p,COL4A5
hsa-miR-3171,COL4A5
hsa-miR-4264,COL4A5
hsa-miR-4797-3p,COL4A5
hsa-miR-936,COL4A5
hsa-miR-802,COL4A5
hsa-miR-3129-5p,COL4A5
hsa-miR-199b-3p,COL4A5
hsa-miR-199a-3p,COL4A5
hsa-miR-26b-5p,COL5A1
hsa-miR-744-5p,COL5A1
hsa-miR-145-5p,COL5A1
hsa-miR-143-3p,COL5A1
hsa-miR-543,COL5A1
hsa-miR-6780a-5p,COL5A1
hsa-miR-6779-5p,COL5A1
hsa-miR-3689c,COL5A1
hsa-miR-3689b-3p,COL5A1
hsa-miR-3689a-3p,COL5A1
hsa-miR-30b-3p,COL5A1
hsa-miR-1273h-5p,COL5A1
hsa-miR-6778-5p,COL5A1
hsa-miR-6825-5p,COL5A1
hsa-miR-1233-5p,COL5A1
hsa-miR-6799-5p,COL5A1
hsa-miR-6883-5p,COL5A1
hsa-miR-6785-5p,COL5A1
hsa-miR-4728-5p,COL5A1
hsa-miR-149-3p,COL5A1
hsa-miR-6878-5p,COL5A1
hsa-miR-7106-5p,COL5A1
hsa-miR-5703,COL5A1
hsa-miR-4516,COL5A1
hsa-miR-4434,COL5A1
hsa-miR-3934-5p,COL5A1
hsa-miR-764,COL5A1
hsa-miR-125a-3p,COL5A1
hsa-miR-6760-5p,COL5A1
hsa-miR-29b-1-5p,COL5A1
hsa-miR-29b-3p,COL5A1
hsa-miR-197-3p,DPYSL3
hsa-miR-375,DPYSL3
hsa-miR-26b-5p,DPYSL3
hsa-miR-423-3p,DPYSL3
hsa-miR-218-5p,DPYSL3
hsa-miR-3685,DPYSL3
hsa-miR-155-3p,DPYSL3
hsa-miR-5581-5p,DPYSL3
hsa-miR-4297,DPYSL3
hsa-miR-3667-3p,DPYSL3
hsa-miR-4738-5p,DPYSL3
hsa-miR-5586-5p,DPYSL3
hsa-miR-335-5p,GABRA1
hsa-miR-4743-3p,GABRA1
hsa-miR-6809-3p,GABRA1
hsa-miR-6833-3p,GABRA1
hsa-miR-4768-5p,GABRA1
hsa-miR-3679-3p,GABRA1
hsa-miR-6888-3p,GABRA1
hsa-miR-6873-3p,GABRA1
hsa-miR-627-3p,GABRA1
hsa-miR-3120-5p,GABRA1
hsa-miR-6817-3p,GABRA1
hsa-miR-7110-3p,GABRA1
hsa-miR-6758-3p,GABRA1
hsa-miR-4778-5p,GABRA1
hsa-miR-141-5p,GABRA1
hsa-miR-335-5p,NGFR
hsa-miR-3978,NGFR
hsa-miR-6745,NGFR
hsa-miR-363-5p,NGFR
hsa-miR-4651,NGFR
hsa-miR-608,NGFR
hsa-miR-7110-5p,NGFR
hsa-miR-6842-5p,NGFR
hsa-miR-6752-5p,NGFR
hsa-miR-6785-5p,NGFR
hsa-miR-6883-5p,NGFR
hsa-miR-4728-5p,NGFR
hsa-miR-149-3p,NGFR
hsa-miR-7113-5p,NGFR
hsa-miR-6754-5p,NGFR
hsa-miR-4270,NGFR
hsa-miR-4441,NGFR
hsa-miR-1972,NGFR
hsa-miR-6732-5p,NGFR
hsa-miR-4756-5p,NGFR
hsa-miR-4739,NGFR
hsa-miR-1321,NGFR
hsa-miR-6507-3p,NGFR
hsa-miR-296-5p,NGFR
hsa-miR-133a-3p,NGFR
hsa-miR-1275,NGFR
hsa-miR-1909-3p,NGFR
hsa-miR-2392,NGFR
hsa-miR-3179,NGFR
hsa-miR-3202,NGFR
hsa-miR-3605-5p,NGFR
hsa-miR-4525,NGFR
hsa-miR-4665-5p,NGFR
hsa-miR-4723-5p,NGFR
hsa-miR-4747-5p,NGFR
hsa-miR-5010-5p,NGFR
hsa-miR-5196-5p,NGFR
hsa-miR-5698,NGFR
hsa-miR-6132,NGFR
hsa-miR-625-5p,NGFR
hsa-miR-6511b-5p,NGFR
hsa-miR-6516-5p,NGFR
hsa-miR-6722-3p,NGFR
hsa-miR-6811-5p,NGFR
hsa-miR-6825-5p,NGFR
hsa-miR-6836-5p,NGFR
hsa-miR-6870-5p,NGFR
hsa-miR-6894-5p,NGFR
hsa-miR-7106-5p,NGFR
hsa-miR-7111-5p,NGFR
hsa-miR-9500,NGFR
hsa-miR-155-5p,NKX3-1
hsa-miR-215-5p,NKX3-1
hsa-miR-192-5p,NKX3-1
hsa-miR-92a-3p,NKX3-1
hsa-miR-378b,NKX3-1
hsa-miR-335-5p,NPY
hsa-miR-335-5p,PTAFR
hsa-miR-6788-3p,PTAFR
hsa-miR-4635,PTAFR
hsa-miR-3663-5p,PTAFR
hsa-miR-4716-5p,PTAFR
hsa-miR-4494,PTAFR
hsa-miR-4463,PTAFR
hsa-miR-6829-3p,PTAFR
hsa-miR-6791-3p,PTAFR
hsa-miR-2276-3p,PTAFR
hsa-miR-1281,PTAFR
hsa-miR-4485-5p,PTAFR
hsa-miR-186-3p,PTAFR
hsa-miR-208b-5p,PTAFR
hsa-miR-208a-5p,PTAFR
hsa-miR-6749-3p,PTAFR
hsa-miR-3156-3p,PTAFR
hsa-miR-188-3p,PTAFR
hsa-miR-3157-5p,PTAFR
hsa-miR-24-3p,PTAFR
hsa-miR-4284,PTAFR
hsa-miR-6778-3p,PTAFR
hsa-miR-149-5p,PTAFR
hsa-miR-532-3p,PTAFR
hsa-miR-8073,PTAFR
hsa-miR-221-5p,PTAFR
hsa-miR-4301,PTAFR
hsa-miR-660-3p,PTAFR
hsa-miR-125b-2-3p,PTAFR
hsa-miR-5697,PTAFR
hsa-miR-562,PTAFR
hsa-miR-1307-3p,PTAFR
hsa-miR-5193,PTAFR
hsa-miR-335-5p,PTGDS
hsa-miR-26b-5p,TCN1
hsa-miR-335-5p,GDF15
hsa-miR-1225-3p,GDF15
hsa-miR-1233-3p,GDF15
hsa-miR-128-3p,GDF15
hsa-miR-1286,GDF15
hsa-miR-140-3p,GDF15
hsa-miR-216a-3p,GDF15
hsa-miR-3665,GDF15
